sr_no,date,startup,industry,sub_vertical,city,investors,investment_type,amount_usd,amount_inr_crore,year,month
183,2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,Cdc Group Plc\\Xc2\\Xa0,Private Equity,6000000.0,50.4,2018,August
184,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss And Beenext, Dream Incubator, Sunjay Kapoor And Telama Investment",Private Equity,14270000.0,119.87,2018,August
185,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,Payu, Ribbit Capital And Omidyar Network",Private Equity,13400000.0,112.56,2018,August
186,2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,"Saama Capital, Sri Capital, Beenext, And Pravega Ventures",Private Equity,4200000.0,35.28,2018,August
187,2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,New Delhi,"Nexus Venture Partners, Omidyar Network And Shunwei Capital",Private Equity,5000000.0,42.0,2018,August
188,2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel,Private Equity,3000000.0,25.2,2018,August
189,2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Undisclosed,Private Equity,600000000.0,5040.0,2018,August
190,2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0.0,0.0,2018,July
191,2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan And Vinay Mittal,Seed/ Angel Funding,1000000.0,8.4,2018,July
192,2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,Mdi Ventures & Telkom Indonesia,Private Equity,4000000.0,33.6,2018,July
193,,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, Vc Firms India Quotient And Kae Capital",Private Equity,6250000.0,52.5,2016,Unknown
194,2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge Ltd And Temasek,Private Equity,27700000.0,232.68,2018,July
195,2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge Ltd,Seed/ Angel Funding,440000.0,3.7,2018,July
196,2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000.0,9.24,2018,July
197,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, Chief Operating Office At Idfc Bank, Aditya Malik & Others",Seed/ Angel Funding,437000.0,3.67,2018,July
198,2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,New Delhi,Venture Catalysts,Seed/ Angel Funding,0.0,0.0,2018,July
199,2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,Responsability,Private Equity,5000000.0,42.0,2018,July
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, And Ramakant Sharma",Private Equity,5000000.0,42.0,2018,July
201,2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base Of Pyramid Asia Pte Ltd,Private Equity,2500000.0,21.0,2018,July
202,2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta And Others",Seed/ Angel Funding,180000.0,1.51,2018,July
203,2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital And Others,Seed/ Angel Funding,500000.0,4.2,2018,July
204,2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-Founders Lab And Others.",Seed/ Angel Funding,175000.0,1.47,2018,July
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India And Zodius Capital",Private Equity,29000000.0,243.6,2018,July
206,2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway Fci Fund, Kck Global & Others",Private Equity,49700000.0,417.48,2018,July
207,2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500000.0,12.6,2018,July
208,2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"Tpg Growth, The Rise Fund & Others",Private Equity,100000000.0,840.0,2018,July
209,2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,Undisclosed,Seed/ Angel Funding,1500000.0,12.6,2018,July
210,2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,Payu & Others,Private Equity,18000000.0,151.2,2018,July
211,2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Undisclosed,Seed/ Angel Funding,0.0,0.0,2018,July
212,2018-07-23,VTION,Technology,Media Analytics,Gurugram,"Angellist, Rahul Khanna, Rajeev Arora And Ram Ramsundar.",Seed/ Angel Funding,280000.0,2.35,2018,July
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro Venture Capital Firm Gems Partners And Others",Seed/ Angel Funding,436000.0,3.66,2018,July
214,2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000.0,1.51,2018,July
215,2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0,378.0,2018,July
216,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education And Mahavir Agency",Private Equity,17000000.0,142.8,2018,July
217,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"Beenext , Weh Ventures And Sprout Ventures",Seed/ Angel Funding,1250000.0,10.5,2018,July
218,2018-07-25,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast And Exfinity,Seed/ Angel Funding,2500000.0,21.0,2018,July
219,2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, Idfc-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000.0,9.24,2018,July
220,2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,Makemytrip,Private Equity,0.0,0.0,2018,July
221,2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments Llc,Private Equity,500000.0,4.2,2018,July
222,2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0,92.4,2018,July
223,2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"Idg Ventures, Accel Partners, Kalaari Capital And Others",Private Equity,120000000.0,1008.0,2018,July
224,2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"Tpg, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0,840.0,2018,July
225,2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000.0,42.0,2018,July
226,2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,84.0,2018,June
227,2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics Llc,Seed/ Angel Funding,125000.0,1.05,2018,June
228,2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0.0,0.0,2018,June
229,2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy And Manish Satnaliwala.",Seed/ Angel Funding,0.0,0.0,2018,June
230,2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,Nb Ventures And Others,Seed/ Angel Funding,0.0,0.0,2018,June
231,2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund,Private Equity,23000000.0,193.2,2018,June
232,2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, Saif Partners, Y Combinator And Venture Highway",Private Equity,11500000.0,96.6,2018,June
233,2018-06-10,AyeFinance,Finance,Online Lending Platform,Gurugram,"Capitalg, Saif Partners And Lgt Impact Ventures",Private Equity,21500000.0,180.6,2018,June
234,2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0,0.0,2018,June
235,2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,124.32,2018,June
236,2018-06-12,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000.0,84.84,2018,June
237,2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital And Sequoia Capital,Seed/ Angel Funding,3000000.0,25.2,2018,June
238,2018-06-13,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray And Samir Kumar",Seed/ Angel Funding,300000.0,2.52,2018,June
239,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"Letsventure, Rajan Anandan, Basab Pradhan, Vivek Khare And Bijoy George",Seed/ Angel Funding,450000.0,3.78,2018,June
240,2018-06-13,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,0.0,0.0,2018,June
241,2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000.0,28.98,2018,June
242,2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,40.32,2018,June
243,2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,176.4,2018,June
244,2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital And Several Angel Investors,Seed/ Angel Funding,1700000.0,14.28,2018,June
245,2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0,0.0,2018,June
246,2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, Letsventure & Others",Seed/ Angel Funding,1100000.0,9.24,2018,June
247,2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator And Others.",Private Equity,15000000.0,126.0,2018,June
248,2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,76.44,2018,June
249,2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Softbank Vision Fund & Info Edge Ltd,Private Equity,200000000.0,1680.0,2018,June
250,2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000.0,33.6,2018,June
251,2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0,8.4,2018,June
252,2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,75.18,2018,June
253,2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures And Binny Bansal",Private Equity,19000000.0,159.6,2018,June
254,2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,37.8,2018,June
255,2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000.0,9.24,2018,June
256,2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000.0,16.8,2018,June
257,2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,0.0,0.0,2018,June
258,2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,3.78,2018,May
259,2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation, Accel Partners And Idg Ventures",Private Equity,22000000.0,184.8,2018,May
260,2018-05-03,Disprz,IT,SaaS,Chennai,"Il&Fs Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,21.0,2018,May
261,2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Undisclosed,Seed / Angel Funding,225000.0,1.89,2018,May
262,2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",Seed / Angel Funding,1000000.0,8.4,2018,May
263,2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,7.97,2018,May
264,2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,24000000.0,201.6,2018,May
265,2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal",Private Equity,4200000.0,35.28,2018,May
266,2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume Ventures,Seed/ Angel Funding,300000.0,2.52,2018,May
267,2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures And Blume Ventures",Private Equity,7000000.0,58.8,2018,May
268,2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika And Unnamed Angel Investors,Seed/ Angel Funding,500000.0,4.2,2018,May
269,2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,Letsventure,Seed/ Angel Funding,735000.0,6.17,2018,May
270,2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,Rs Shanbag,Seed/ Angel Funding,735000.0,6.17,2018,May
271,2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000.0,16.8,2018,May
272,2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,New Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000.0,16.8,2018,May
273,2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,New Delhi,Atul Gupta And Saurabh Rastogi,Seed/ Angel Funding,293000.0,2.46,2018,May
274,2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, Nr Narayana Murthy.",Seed/ Angel Funding,12000000.0,100.8,2018,May
275,2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G And Bhavesh P, R Ranganathan, Oncotrust And Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000.0,1.68,2018,May
276,2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network And Accion Venture Labs",Seed/ Angel Funding,1500000.0,12.6,2018,May
277,2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. And Mastercard,Private Equity,8000000.0,67.2,2018,May
278,2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,0.0,0.0,2018,May
279,2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"Indusage Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, Abb Technology Ventures, Omnivore, Blume Ventures, Venture Highway And Beenext",Private Equity,14000000.0,117.6,2018,May
280,2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, Yournest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000.0,10.92,2018,May
281,2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha Fund Partners, Arihant Patni Of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna And Taparia Family Office.",Private Equity,2000000.0,16.8,2018,April
282,2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures And Mohit Khadaria,Seed / Angel Funding,307600.0,2.58,2018,April
283,2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments And Others",Seed / Angel Funding,0.0,0.0,2018,April
284,2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Undisclosed,Seed / Angel Funding,1300000.0,10.92,2018,April
285,2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"Chryscapital, Existing Investors, Elevar Equity, Lgt Impact, Omidyar Network And Kaizen Private Equity Also Participated In The Round",Private Equity,55000000.0,462.0,2018,April
286,2018-04-05,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, Founder And Chairman Of Career Information Portal Careers360, And Jamshed Jeejeebhoy, Director At Byramjee Jeejeebhoy Pvt. Ltd Were Among The Angels",Seed / Angel Funding,150000.0,1.26,2018,April
287,2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,84.0,2018,April
288,2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures And Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0,23.52,2018,April
289,2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.0,8.4,2018,April
290,2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik And Others",Seed / Angel Funding,0.0,0.0,2018,April
291,2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,New Delhi,Undisclosed,Seed / Angel Funding,46140.0,0.39,2018,April
